,Tweet,Negative,Neutral,Positive
0,"#NHTSA investigated 16 crashes and found #Autopilot aborted control ""less than one second prior to impact."" video proved the driver should have been made aware 8 seconds before

#tesla #autonomous #autonomousvehicles #selfdriving #automotive #auto #cars

https://t.co/cOCryJgxHu",0.44149613,0.48621,0.07229383
1,#Options Flow Grid Update $TSLA #OptionsTrading #Tesla Shares 🔻5.98% to $655.2 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment http http,0.030937059,0.81396836,0.15509453
2,"#Shiny dayz✨ 

February 7, 2022 

#BTC high $44,565

last $23,502.30 -16% on session

-47.26% from 2/7 high 🤔

#Tesla still owns as corp investment?

$TSLA $COIN $MSTR $ARKK $CVNA #Cryptocrash 

$GLD $SLV 

https://t.co/NgrIZddHXe",0.045401014,0.81043166,0.14416732
3,"#TESLA #BULLISH #OptionsTrading 

JUN 24 $TSLA 790 CALL SWEEP
(744) @ 3.64

Total Trade Price: $270,592.80
12:51:42 PM
OI: 151
DTE: 11

#UnusualActivity #MyOTC http",0.17106692,0.78372896,0.045204155
4,"#Tesla abolished the post of country manager for #Singapore, as part of its global layoff plans.
https://t.co/U4a33B6cmw http",0.2370099,0.6980878,0.064902335
5,#Tesla files for 3-for-1 stock split. http http,0.042251922,0.902798,0.054949917
6,#Tesla to accelerate #ModelY Right Hand Drive production due to underestimated demand http http,0.11744231,0.66804516,0.21451251
7,"#Tesla was raised to Outperform from Sector Perform at RBC Capital Markets, with analysts saying the electric-vehicle giant’s “focus on supply chain and vertical integration will be a mid-term competitive advantage.”

@WholeMarsBlog 

Barron’s http",0.0037313125,0.2741629,0.7221059
8,"#Tesla: Innovation Over Advertising?

https://t.co/dWIua6Eh4f via @user 
#EV #Innovation #Marketing #ElonMusk 
@Tesla 
@JeroenBartelse @user @user @user @user @user @user @user @user @user @user @user http",0.06998249,0.807879,0.12213848
9,"$GM is currently in a Stable state and is Approaching an Undervalued State. $GM Is Trading Lower Than Normal. Analysts Recommend that Investors BUY
 #Cryptocrash #BTC #Tesla http",0.11579152,0.60230976,0.2818987
10,"$TSLA put open interest is at elevated levels right now

#Tesla 

https://t.co/kularn3xT1",0.021220108,0.63168675,0.34709308
