,Tweet,Negative,Neutral,Positive
0,#AUDI A3 1.6 D ATTRACTION - 2015 - 140911 km. for more information visit http http,0.04902515,0.91228503,0.038689934
1,#AUDI A4 2.0 TDI - 2008 - 250616 km. for more information visit http http,0.05283508,0.91184527,0.035319597
2,#AUDI A6 2.0 TDI - 2017 - 142645 km. for more information visit http http,0.04465744,0.91762644,0.03771618
3,#AUDI A6 ALLROAD - 2013 - 167024 km. for more information visit http http,0.040242612,0.91677535,0.042982176
4,#AUDI Q3 8UG - 2015 - 128438 km. for more information visit http http,0.04844068,0.90861684,0.042942412
5,"#Audi #TT #classiccar #retro #vintage 

The best car you can buy as an investment the Audi TT Mk1
Sorry this one is not for sale. 
Future Classic. Built like a Tank !
4x4 Quatro 225 BHP 1.8 Turbo 
Way ahead of its time 
Just wanted to show it off http",0.025826463,0.17451665,0.799657
6,"#Audi #eMobility #MilanDesignWeek #AudiHouseOfProgress #Poliform #FutureIsAnAttitude 
-----------
The vehicle shown here is a concept vehicle that is not available as a production model.",0.37548375,0.5298828,0.09463341
7,#Audi declares success of pilot #EV fast charging hub – designed to serve urban EV drivers unable to charge at home – and plans to roll out more http,0.0039227614,0.17362782,0.8224494
8,"#AudiApprovedPlus

#Audi #Q7 (55 TFSI – #quattro – 340 HP)
Model Year: 2021
Mileage: 10,812 KM
Exterior: Deep Black Pearlescent
Interior: Brown
Whees: 20”
Price: KD 25,999

Visit our showroom or call us 1811118.
https://t.co/0y6snCWSk5

#Kuwait #AudiKuwait #AudiMiddleEast #AudiQ7 http",0.036562,0.8869372,0.07650085
9,"#CWNews #Audi India has announced that the refreshed iteration of the A8L will be launched in the country next month on 12 July. The A8L is the flagship sedan of the luxury carmaker and will receive subtle cosmetic updates and new features.
Know more: http http",0.0033866148,0.3261362,0.6704773
10,"#IllinoisBound #RoadTrip2022 #Audi #RS3 #NardoGrey #StayOutOfMyWay #IcantDrive55 @ Claremont, North Carolina http",0.10302239,0.7893889,0.107588746
11,"#PlaneAlert ICAO: #3E8555 Tail: #3138 Flt: #AUDI 
Owner: #GermanAirForce
Aircraft: #Eurofighter Typhoon
2022/06/13 09:56:03
#EUFI #Mil #DeltaWing #DangerZone #Luftwaffe #GAF http 
https://t.co/mBKKfGVZvY http",0.13734184,0.81554544,0.04711275
12,"#PlaneAlert ICAO: #3E8555 Tail: #3138 Flt: #AUDI 
Owner: #GermanAirForce
Aircraft: #Eurofighter Typhoon
2022/06/13 10:00:21
#EUFI #DeltaWing #DangerZone #Luftwaffe http 
https://t.co/e80US8cscp http",0.16799971,0.78685725,0.04514311
13,"#UK News: In May the Market was down vs. last year with -20%. Year to date, the #total market is also down with -8,7%, and is now at 661k units. 
The monthly decrease is mainly driven by #VW (-5911), #AUDI (-3782) and... Find out here ⏩https://t.co/MDKW0oGfOS  #DataforceInsights http",0.58363146,0.38612562,0.03024292
14,#audi #rs4 a proper V8 for the country roads 😌😏 http,0.018734394,0.4290908,0.5521748
15,#news #Audi #AudiS4 #AudiScoops #Scoops 2024 Audi S4 Avant Cooks The Front Brakes During Testing And Reveals Interior http,0.01722976,0.6566311,0.3261391
16,#news #Audi 2024 Audi S4 Avant Cooks The Front Brakes During Testing And Reveals Interior http http,0.024672784,0.81805927,0.15726791
17,"#راس_الخيمه
Spare parts for Any car in United Arab Emirates
Order now from the comfort of your home!
Submit your inquiry at http #MercedesAMGF1 #MercedesBenz #MercedesAMG #Porsche #audi #Ford http",0.11836955,0.7245689,0.15706153
18,$LCID. ⁦@LucidMotors #LucidAir⁩ #Audi ⁦@AudiOfficial⁩ Myths about autonomous driving | Audi MediaCenter http,0.030800601,0.66085094,0.3083484
19,"(2/2) Read more about the award and hear from the 2021 recipient David Hackl on what it meant to receive this special award thru the link below!

https://t.co/ZbKzFy7QcE
•
📸 @user #PPIHC #NoHoldingBack #AlconBrakes #Audi #Quattro",0.017526835,0.791606,0.19086708
20,".@AudiIN  India is all set to launch the facelifted version of their upcoming flagship sedan, A8 L on July 12. It is expected to be priced between Rs 1.60 crore to Rs 1.80 crore, ex-showroom, Delhi.  
Details - http #july2022 #launchingsoon #automobile http",0.0046426263,0.5507787,0.44457868
21,2016 Stage 3 #Audi S6 http http,0.060593702,0.88466215,0.054744102
22,"2022 Audi RS3 Sedan [US] | DailyRevs

The all-new RS 3 Sedan showcases an expressive exterior design matched with progressive interior design elements that emphasize the car’s #sporty  position.

#Audi #audirs3 #rs3sedan @user @user @user http",0.0037118078,0.30972758,0.6865608
23,"4Jun &amp; 5Jun2022

#スーパー耐久 #s耐 #s耐24h 
#fujispeedway #fsw
#audi #audisport #audir8lmsgt4 
#porsche #porsche718caymangt4mr    
#motorsport #motorsportphotography
#モータースポーツ http",0.08986075,0.82379544,0.08634378
24,"@user The Audi A8 L for 2022 has a new chrome radiator grille, revamped front bumper with chrome accents, and updated LED headlights. The car's rear boasts elegant LED taillights with a light bar that runs the length of the vehicle
#Audi #AudiA8 http",0.0028083213,0.16603003,0.83116156
25,"@user @user @user @user 

I want to make a #complaint regarding the fitting of a Dashcam.Its been on order since Jan - I've been advised there's a delay due to a cable.What measures are being taken to resolve this? Can someone please help #Audi #dashcam",0.48214352,0.46973366,0.048122898
26,@user How many emails do I need to send before you rude twats will respond? This I email number 4 will you continue to ignore a customer? #Unprofessional #ShitCustomerService #VirtualDash #5Series #BMW Should have bought an #Audi or #Mercedes http,0.9154973,0.07547293,0.00902966
27,"@user I've just created ""Quattro Snow Drive "" collectible!
1/1
0.08 eth
 http #rarible #ethereum #nonfungible #digitalasset #nft #quattro #audi #snow  via @user http http",0.03746029,0.8116178,0.15092179
28,"@user @user @user @user @user @user @user @user @user @user @user let's all rewind to the year 1990, with these sleek, iconic high-performance cars in gleaming red: #Acura NSX #Audi 200 Quattro and #FordProbe😊 http",0.0017681761,0.06576906,0.9324628
29,@user So is that EV from #Audi,0.04004543,0.8599276,0.10002689
