,Tweet,Negative,Neutral,Positive
0,"#AzerbaijanGP on the #tvtime 

#feeling the urge to go and take the #mercedesbenz #amg #a45 out for a spin.

#love is in the air

https://t.co/iUUHJtgZUy http",0.016617237,0.3949316,0.5884512
1,"#Best of the day on http And The Beat 🎶
https://t.co/LJFUOb1gC4
#sports #formulaone #formula1 #f1 #formel1 #grandprix #gp #race #racing #racetrack #track #circuit #automotive #auto #car #mercedesbenz #mercedes #benz #amg #petronas #team",0.0033493266,0.20697264,0.78967804
2,"#Mercedes have just delivered their most powerful #AMG car yet, the AMG GT Black Series. The 2 units allocated to India cost Rs. 5.50 crore each. Head over to #V3Cars to know more.

Details - http #MercedesBenz #MercedesAMG #AMGGTblackseries",0.0066176597,0.17887601,0.81450635
3,#MercedesBenz amg project one http,0.039664607,0.77324855,0.1870869
4,"#MercedesBenz is celebrating the 70th birthday of the SL series with a big commitment at the 1000 Miglia in Italy (15 - 18 June 2022). The stars in the field include three legendary Mercedes-Benz 300 SL “Gullwing”. #MBClassic #heritage

Find out more here: http http",0.0010429485,0.074606195,0.9243508
5,"#OFFKILTER TURNS 100!!
Edition 100, and it's a doozy:
1/ Musk has super bad feelings 2/ #Mercedesbenz has a non-strategy, #strategy, and 3/ How #agencies can respond to a #downturn.
Read it here: http share if you like it.
#marke…https://t.co/ItTJPQQXli",0.43721995,0.44906393,0.113716066
6,"#Sunday at #Goodwood #Festival of #Speed 2016 | #Mercedes-#Benz #CARS UK
 
https://t.co/55U78ECdxV
 
#ElectricCars #ElectricVehicles #EV #MercedesBenz #MercedesBenzCarsUK #MercedesBenzUK #MercedesBenz #Videos #Vlog #YouTube http",0.0407293,0.6371299,0.32214072
7,"#راس_الخيمه
Spare parts for Any car in United Arab Emirates
Order now from the comfort of your home!
Submit your inquiry at http #MercedesAMGF1 #MercedesBenz #MercedesAMG #Porsche #audi #Ford http",0.11836955,0.7245689,0.15706153
8,"2012 Mercedes Benz S400 Hybrid

Test drive this hybrid today. Message me!

Enrique Prado
+63 918 942 5322
+63 917 716 7881

#emcpradoautoinc #changingthegame #mercedesbenz #s400 #hybird #hybridcars #s400hybrid #usedcars #usedcarforsale #secondhandcars #secondhandcardealer http",0.012511258,0.604792,0.38269672
9,"2018 (68) Mercedes-Benz Vito 116 BlueTEC Van Long (Auto) - 𝗕𝗲𝗮𝘁 𝗧𝗵𝗲 𝗗𝗲𝗺𝗮𝗻𝗱 - 𝗥𝗲𝗮𝗱𝘆 𝗧𝗼 𝗪𝗼𝗿𝗸! 🏗️

Get more with an 𝗔𝗽𝗽𝗿𝗼𝘃𝗲𝗱 𝗨𝘀𝗲𝗱 Van from Mertrux!

#Mercedes #MercedesBenz #Vito #Vito116 #Van #CommercialVehicle #Derby #Derbyshire #EastMidlands http",0.04392244,0.6963575,0.25972
