,Tweet,Negative,Neutral,Positive
0,"""despite the misgivings the spec sheet might raise, the M4 Competition feels like a proper product of BMW’s Motorsport department. The way it reacts to your inputs is fantastically direct and intuitive and fun. Which is a relief.""
#bmw #BMW50YearsofM #bmwm
https://t.co/Lgm0TNhKfV",0.0040482334,0.060828578,0.935123
1,"#BMW #M2 #G87 #Prototype #Erlkönig #upclose - how do you like it?
#BimmerToday #BMWM2 #BMWM #bmwpower #bimmer @ Salzburgring http",0.026700929,0.88155407,0.091745116
2,#BMW 116 D EFFICIENT DYNAM - 2015 - 98764 km. for more information visit http http,0.0419642,0.91202277,0.04601305
3,#BMW 118 I M PACK F20N - 2018 - 34662 km. for more information visit http http,0.030805713,0.9316053,0.037588995
4,#BMW 118D E87 - 2009 - 72850 km. for more information visit http http,0.03637317,0.9226933,0.040933598
5,#BMW 316 D BREAK - 2013 - 246029 km. for more information visit http http,0.035927817,0.9141514,0.049920857
6,#BMW 420I CABRIO M PACK - 2018 - 37287 km. for more information visit http http,0.02874242,0.91534805,0.055909537
7,#BMW X2 M-PACK - 2019 - 59373 km. for more information visit http http,0.01573328,0.92450243,0.059764244
8,#BMWM2 2023 detailed from all angles at Austria's Salzburgring debut in October with M4's power and brakes #BMW http,0.021072017,0.89180547,0.08712264
9,"#BWNews The #BMWG310RR is set to be launched in India on 15 July. And as the date nears, the manufacturer is revealing key details about the upcoming motorcycle that is based on the TVS Apache RR 310.
Get more details : http #bmw #g310rr http",0.0068685254,0.86225903,0.13087241
10,"#FathersDay is coming up quickly and we're here to make gift-giving simple! 

Celebrate in style with the BMW M Motorsport Black Cap and the M Motorsport Red&amp;Blue Cap, now £25 each at Barretts BMW. 

Check out more accessories here http 

#BMW #fathersdaygifts http",0.002385776,0.10909757,0.8885166
11,"#ICYMI
Do you have an old Classic which needs some care and attention? Then why not take advantage of our Bespoke Restoration Service. 

For enquiries, please contact us on info@viezu.com or call 01789 77 44 44.
https://t.co/PIb92ViAoU

#BMW #BMWCSL #BMWRestoration #ClassicBMW",0.11170409,0.7754604,0.112835556
12,#TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Lithium Supercharges #MarianaLithium Development By US$600M Investment Making Argentina The Power House Of #Solar Energy rEVolution. http #Royalties⚡️ $GNENF #EVs #Batteries #Tesla #VW #BMW $LIT $BATT http,0.017265322,0.8806599,0.10207482
13,#automotive #racing #bmw #worldsbk #bmwmotorradmotorsport WorldSBK at Misano: BMW Motorrad Motorsport gathers valuable information in preparation for the coming races http http,0.0049089943,0.45736498,0.5377261
14,#news #BMW #BMWVideos #BMWX3 #SUV BMW X3 Gets Through The Moose Test But It Wasn’t Pretty http,0.3160828,0.5812915,0.10262561
15,#news #BMW BMW X3 Gets Through The Moose Test But It Wasn’t Pretty http http,0.38156456,0.5399012,0.07853419
