,Tweet,Negative,Neutral,Positive
0,"""We are forcing our customers to go someplace else by not educating them on needed services. When you start the conversation 24 hours before, you empower your staff to feel comfortable upselling customers.""

https://t.co/xVp7SESfIr

#casestudy #successstories #partner #client #VW http",0.2954124,0.5203417,0.18424591
1,"#RTC has always been at the forefront of #SoftwareIntegrations into #dealerships, through our extensive knowledge of understanding what dealerships need.

Read more about how our Online Service Booking platform has helped #ŠKODA and #VW below...",0.0031050425,0.22575039,0.77114445
2,"#Selling your car?

I buy ALL makes of cars, bakkies, SUVs, MPVS 🚙
2015 up to 2022 models and under 100,000km

AK
082 885 8780

#dealer #cars #vw #audi #toyota #ford #mazda #bmw #mercedes #hyundai #kia #nissan #isuzu #honda #jeep #landrover #mini #suzuki  #gauteng #southafrica http",0.029086523,0.7859533,0.18496005
3,"#VW  #ElectricVehicles #AzerbaijanGP #TSIClub #Volkswagen #SpaceYaMagari  #bugatti #ferrari #porsche #volkswagen #vw #vwbus #wordoftheday #dictionary #vwbus #Volkswagen #liveinmycar 
@elonmusk
 #NewCar #carideas #volkswagen #vwt1 #vwbus #vwcamper  #aircooled
#aircooledvw FOR SALE http",0.0447336,0.73884094,0.21642539
4,"#VW - #VeeDub Owners - SPOIL Yourselves 👍😎
.
https://t.co/fb8k4LCEhr
.",0.21289468,0.64814204,0.13896328
5,#VW GOLF - 2018 - 116128 km. for more information visit http http,0.038566723,0.919484,0.041949395
6,#VW PASSAT - 2016 - 0 km. for more information visit http http,0.054213647,0.8981927,0.047593538
7,#VW POLO - 2015 - 24329 km. for more information visit http http,0.045323398,0.9111675,0.043508977
8,#VW POLO - 2020 - 25446 km. for more information visit http http,0.032548003,0.9196214,0.047830544
9,"#VWCares, #VW
before I start the buyback process- My car isn't safe to drive due to recall on harness. It's  2021Atlas. How am I suppose to take my 3 yr grandson on vacation in a vehicle w airbag issues? You gonna provide a safe rental???Please contact me.",0.83213997,0.15290074,0.014959391
10,"#VanLife can be the best life! 🚐

#LHMVWLakewood #VW http",0.0019640492,0.047219716,0.95081615
11,"''The future is green'' 🟢
.
.
Car owner: @user #vw #volkswagen #scirocco #carphotography #carlock #gpstracking http",0.015177343,0.47987863,0.504944
12,"* #VWCampervan owners COME-A-RUNNIN'! *🚐
#OutdoorRevolution Movelite T4E Low Driveaway Awning + FREE ACCESSORIES - (RRP £1,249) NOW £999!
*DRIVEAWAY VERSATILITY*IN STOCK*LOW-RATE FINANCE*FAST, FREE DELIVERY(Mainland UK)*
&gt; http #camper #CamperAwning #VW http",0.018736977,0.68056905,0.30069405
13,"* #VWCampervan owners COME-A-RUNNIN'! *🚐
#OutdoorRevolution Movelite T4E Low Driveaway Awning + FREE ACCESSORIES - (RRP £1,249) NOW £999!
*DRIVEAWAY VERSATILITY*IN STOCK*LOW-RATE FINANCE*FAST, FREE DELIVERY(Mainland UK)*
&gt; http #camper #CamperAwning #VW http",0.018736977,0.68056905,0.30069405
14,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
15,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
16,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
17,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
18,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
19,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
20,"* JUST ARRIVED! *
#Vango Como Air Low Drive-Away Awning 2022 - (RRP £750) OUR PRICE £599.99!
150-Denier Polyester; Roll-Away Tunnel; Fits rail height 180-210cm
*LOW-RATE FINANCE * FREE EXPRESS DELIVERY * LIMITED STOCK*
&gt;https://t.co/D8B945xoDt
#DriveawayAwnings #VW #CamperAwning http",0.028843159,0.7989915,0.17216535
21,".@Zac_Hollis_ @user @user @user Extremely poor service experience at VW Capital, New Delhi, India. SUVW India strategy wasted 👎 #volkswagen #vw #car #india",0.8423742,0.14035958,0.01726636
22,"1) Wait for them to ask. 2) Refer to the available Digital Cockpit Pro and relay real-time info to your excited child. 3) Repeat step 1.

https://t.co/Db6rmn25PD

#Covina #CovinaVolkswagen #CovinaVW #VW #Volkswagen #LosAngeles #SoCal #HowtoTiguan #Tiguan #RoadTrip http",0.0230137,0.6970681,0.27991822
