,Tweet,Negative,Neutral,Positive
0,#AUDI A1 - 2014 - 134954 km. for more information visit http http,0.05190163,0.90619713,0.041901276
1,#AUDI A1 - 2017 - 155000 km. for more information visit http http,0.051319055,0.90072775,0.04795332
2,#AUDI Q2 S-LINE S TRONIC - 2020 - 33271 km. for more information visit http http,0.034560524,0.9196151,0.045824546
3,"#Audi AG is reportedly suing #NIOMotors over copyright issue of #ES6 and #ES8 model names
$AUDVF $NIO",0.40957046,0.5516545,0.038775038
4,#Audi reportedly suing $NIO over copyright issue of ES6 and ES8 model names,0.40362486,0.5651082,0.03126696
5,"#Audi-powered #ElectricRickshaws

#German-#Indian #startup #Nunam is introducing #ElectricThreeWheelers for #IndianRoads using used @user #eTron #Battery packs

To #charge, these #batteries will use #SolarPower #charging #stations

#EV #environment
https://t.co/nmNVsnKyzo",0.01632529,0.7370763,0.24659845
6,"#DidYouKnow that #Audi means to listen?

Our brand name was taken from a translation of founder August Horch’s surname back in 1910, and is derived from the latin word ‘to hear or listen’. 

Tell us, what is your favourite thing about Audi? We’re listening… http",0.043993924,0.62530696,0.33069903
7,#German automaker #Audi has sued #Nio a #Chinese EV maker over what it claims to be infringement of its trademark rights - Reuters http,0.5062855,0.46641907,0.027295519
8,"#MobilityNews | Nunam has announced that it is bringing e3W rickshaws to India that are powered by used batteries from test vehicles in the Audi e-tron test fleet.
Read more: http #MobilityOutlook #Audi #etron #Nunam #Rickshaw #ElectricVehicles #e3W",0.012096076,0.63625944,0.3516445
9,"#Selling your car?

I buy ALL makes of cars, bakkies, SUVs, MPVS 🚙
2015 up to 2022 models and under 100,000km

AK
082 885 8780

#dealer #cars #vw #audi #toyota #ford #mazda #bmw #mercedes #hyundai #kia #nissan #isuzu #honda #jeep #landrover #mini #suzuki  #gauteng #southafrica http",0.029086523,0.7859533,0.18496005
10,#audi A1 Sportback #economy #diesel check out website http http,0.06245104,0.85970116,0.07784785
11,#audi Car Turbo Sound Whistle Vehicle Refit Device Exhaust Pipe Turbo Sound Whistle Car Turbo Muffler Universal Sound Simulato 1pcs http http,0.10767848,0.8466089,0.04571263
12,"$NIO #AUDI In reality, according to their 'Dependability Rating' scale, Audi actually ranked 28th out of 36 brands for reliability in 2019. They calculated the rating based on the number of reported faults and breakdowns.29 déc. 2021🤮🤮🤮",0.47916594,0.43216136,0.08867264
13,$NIO #AUDI The most common faults with the engine cooling and heating system electrical components and fuel system While that may seem like cause for concern most expensive parts to repair we can perhaps explain why Audi scores less highly for things like electrical components,0.7124675,0.26838058,0.019151883
14,"$NIO #NIO reportedly sued by #Audi for naming convention of the #ES6 &amp; #ES8. 

https://t.co/k6VUI4hIwx",0.4507744,0.51696956,0.03225608
15,(FUD) It will be important to see if Nio can resolve the trademark dispute with Audi quickly and with little financial penalty for the automaker. A protracted legal battle will not help NIO stock or the company’s European expansion…@InvestorPlace @user #nio #audi,0.5068247,0.43185115,0.06132423
16,"1000HP Twin Turbo Audi R8 V10 Plus - Forza Horizon 5 Thrustmaster TX 4K Gameplay
https://t.co/sT16aGCBum

#ForzaHorizon5 #Audi #R8 #AudiR8 #FH5 #Fast3X #Thrustmaster",0.016244918,0.7854092,0.19834596
17,"@user has found a great way to upcycle their ETron batteries and use them to power 3 new Rickshaws, created for India's market. ♻️ 

#recycle #Audi #rickshaw #ev #electricvehicles #reuse #electricvehicles #evcharging #evchargeplus http",0.0012857512,0.04863538,0.9500788
18,@user Delayed again… until 2023. Are you actually making these cars #Audi or are they a myth.. like the lochness monster or heaven 🤯🙄🤬,0.6675389,0.29005054,0.042410627
19,"@user ordered an A3 TFSIe in jan22 and told it would be Sept22 delivery then told delivery in March23, today told May23+ for delivery but don't expect it then either. I'm done cancelling it. If it's taking that long to get a car from #Audi it's a joke you'll end up going bust.",0.69804126,0.24991743,0.052041207
20,@user @user @user @user please help my brother by resolving this issue. It is a worst experience with @user It is like we never recommend Toyota cars to anyone.. @user #nissan #cars #bmw #Ford #car #trd #runner #Lexus #auto #corolla #audi #hyundai #Suzuki #SaiPallavi,0.732371,0.23718321,0.03044575
21,"@user @user @user It is a worst experience with @user It is like we never recommend Toyota cars to anyone.. @user @user 
#Toyota #toyotaindia #India #nissan #cars #bmw #Ford #car #trd #runner #Lexus #auto #corolla #audi #hyundai #Suzuki #SaiPallavi #innovacrysta",0.81649387,0.16542397,0.018082103
22,"@user @user @user @user @user @user Is this the first time an Audi has ever been seen, parked correctly? #Audi #yplac",0.025804285,0.58639985,0.38779587
23,"@user announce to our readers their exciting partnerships with @user and @user - so in addition to enjoying the latest Audi performance, technology, #Poole #Audi customers can enjoy exclusive experiences in #Dorset!
📸 Poole Audi
#pooleaudi #localbusiness http",0.0012229229,0.028208837,0.97056824
24,AUDI A3 Sportback 1999 - 2003 http via @user #Audi  #Bmw #Mercedes #automobile #Cars #Voiture #porsche #akram #GMK #alfaromeo #lamborghini #ferrari #maserati #volkswagen,0.040895265,0.69742876,0.26167598
25,"Absa Repossessed Vehicles Online Auction - Boksburg | 20 June 11:00 - 21 June 11:00 | http 

2021 #AUDI #Q2 1.0T FSI LITE EDITION STRONIC (30 TFSI), 11055km

Auction Finance Available; Anton +27 83 790 0090 | http FSP34936 http",0.0651626,0.8936855,0.04115193
26,"All Racked Up!
Call us at +971 52 127 3517 or Visit http for more info. #aaguae #minorservice #majorservice #carwrapping #carmaintenance #autorepair #dubai #luxurycars #carrepair #carservice #mercedes #landrover #rollsroyce #audi #porsche #bentley #bmw #lamborg http",0.03140411,0.730338,0.2382579
27,"All-wheel drive for dirt roads? A compact frame for city streets? Check and check.

The #Audi Q3 is designed for every driving environment.

https://t.co/8w1yPll75g
#AcceleRide http",0.051211357,0.6924861,0.25630262
28,"Audi Hits EV Startup NIO With a Trademark Lawsuit Over its Vehicle Naming - http 
#Audi #NIO $NIO #trademarks - via @user http",0.14519423,0.7714202,0.08338564
29,"Audi R8 V10 5.2 FSI Quattro - Forza Horizon 5 Thrustmaster TX 4K Gameplay

https://t.co/FY4pkjZl3K

#ForzaHorizon5 #Audi #RS8 #AudiR8 #FH5 #Fast3X #Thrustmaster",0.022560515,0.88433653,0.09310299
30,"Audi Rickshaw 🛺 is ready to hit indian roads by 2023

#audi #automotive #outfable #audietron #india http",0.009744531,0.4087768,0.5814786
31,"Audi e-tron Range of Vehicles Now Available in SA #Audi #etron @user 

https://t.co/pVwy5CpjaZ http",0.00618637,0.49150142,0.50231224
32,"Audi has unveiled the A6 Avant e-tron luxury electric station wagon. | eMobilCar

https://t.co/102iKmXEOe 

#emobilcar #ev #evs #ElectricCar #ElectricCars #SUV #audi #audia6 #a6avant #etron #audietron http",0.0046544713,0.36974624,0.6255991
33,"Audi in association with Audi Environmental Foundation’s startup ""Nunam"" has piloted a project to upcycle &amp; use the eTron batteries in #erickshaws. Nunam is going to bring e-rickshaws to India which will be presented to Indian women to transport their goods.

 #WhatsBuzzing #Audi",0.0072873374,0.44005004,0.5526626
34,"Audi merilis Black Style Plus untuk A4, A4 Avant dan A5 Sportback.

#kabarotocom #Audi #BlackStylePlus #otonews #kabarotomotif

https://t.co/nbXrqvmOLY",0.08803775,0.8134183,0.09854409
35,Audi to reuse e-tron batteries on electric rickshaws in India #audi #batteries #Electric #etron #India #reuse #rickshaws http,0.02467036,0.6781274,0.29720226
36,"Beat the heat with our #SummerSplashSalesevent! Now till the end of June, purchase a #new or #preowned vehicle and treat the family with 4 tickets to a local water park! Hurry in and mention this post!

#hersheypark #delgrossos #CioccaOnSocial #Audi #NewCar #StateCollege http",0.0043693427,0.23133242,0.7642981
37,Best angle of a legendary racecar… 1987 #Audi S1 PikesPeak http http,0.0051314794,0.18645734,0.8084112
38,"Come Get this 2019 BMW X3 xDrive30i Alpine White 4D Sport Utility While You Can 🔥 ⁠

#VictoryMitsubishi #DreamCar #cars #NY #bronx #bmw #mercedes #audi #maseratti #porsche #cadillac #mitsubishi #connecticut #pennsylvania #newjersey #queens #brooklyn #longisland http",0.0037779682,0.42344305,0.572779
39,"Curbed your alloy? Damaged your wheel? We can help http #audi #a4
https://t.co/AxSf3TJehJ",0.13412672,0.73685575,0.12901747
40,"Custom LED Rego Keytag, made to match the rego of this clean Hyundai i30 Fastback N! 💙🔗 Thanks for the submission, @user 🙌 DESIGN YOURS NOW! ⬇️
https://t.co/mTnZicZQ8I

#hyundai #i30n #toyota #kia #honda #bmw #nissan #cars #kdm #car #chevrolet #audi #mazda #mercedes #jdm http",0.0020330895,0.12795857,0.87000847
41,DTM Trophy: JP Southern Jr. with new team at Imola - http http photo DTM #dtm #trophy #dtmtrophy #imola #italy #german #team #dresden #audi #racing #motorsport #quotes http,0.011149311,0.8751209,0.11372993
42,"Don't let the price fools you❗️ For sale at Gem Classic Cars an 1999 AUDI 1.8 Turbo Quattro with 58K miles &amp; 1 owner.
Perfect driving for an Audi enthusiast. These A4 become a classic and prices are up for a nice model.  👉https://t.co/4gVOrWXkH0

#audi #cars #carsales #Dealer http",0.0040984415,0.09209062,0.903811
43,"Don't let the price fools you❗️ For sale at Gem Classic Cars an 1999 AUDI 1.8 Turbo Quattro with 58K miles &amp; 1 owner.
Perfect driving for an Audi enthusiast. These A4 become a classic and prices are up for a nice model.  👉https://t.co/4gVOrXeW5A

#audi #cars #carsales #Dealer http",0.004168302,0.094900206,0.9009316
44,"Don't skip up on a fantastic opportunity of EOFY SALE to save up to 20% on your car's mechanical services throughout the entire month!
Book Now: http #mercedes #audi #mini #jeep #jaguar #volvo #carone #automotive #car #repair #service #offer #eofy #sale http",0.0036143172,0.082425706,0.91396004
45,"Enjoying the view? We guess the trees are nice, too. The #Audi Q5 offers a driver-centric interior, including a standard 7.0-inch color driver information system. #AcceleRide
https://t.co/DPehnPgG3S http",0.002333158,0.047259197,0.9504077
46,"Foggy morning at Kingfisher

•
•
•
•
#explore #adventure #photography #audi http",0.058080804,0.7867809,0.1551382
47,"For sale at Gem Classic Cars an 1999 AUDI 1.8 Turbo Quattro with very low miles &amp; 1 owner. Perfect driving for an Audi enthusiast. These A4 become a classic and prices are up for a nice model. To collect before it’s too late! 👉https://t.co/4gVOrWXkH0
#audi #cars #carsales http",0.0023343398,0.056447014,0.9412187
48,Happy Father's Day to Kenneth! He and his wife will be enjoying the weekend with the top down with their new Audi TT Roadster! Congratulations and thank you for your business! #Audi #tt #chicagoaudi #DanTheCarMan #audichicago #adamautogroup http,0.0011431342,0.006635978,0.99222076
49,How can people trust machines? Read more about the ethical aspects of #AutonomousDriving at http #SelfDriving #AudiInitiative,0.15771247,0.7386319,0.10365563
50,"Incredible!  #car #audi #auto http",0.008181869,0.10532736,0.88649076
