,Tweet,Negative,Neutral,Positive
0,#2022audiq4 #aduiq4 #2022audi #allnewaudiq4 #AUDI #2022 #supercarmo subscribe here http http,0.07366837,0.8581515,0.06818008
1,#AUDI A3 - 2015 - 76737 km. for more information visit http http,0.050894,0.9028376,0.046268463
2,#AUDI Q7 - 2014 - 162345 km. for more information visit http http,0.047983944,0.9096621,0.04235381
3,#Audi Celebrates 15 Years Of India Operations http,0.0030728155,0.37640125,0.62052584
4,"#Audi India are celebrating 15 years in #India  by announcing an industry-first five-year warranty with unlimited mileage for all vehicles sold this year, beginning June 1.
Via @user #CarIndia @user #AudiService #FutureIsAnAttitude http",0.0013128589,0.04995754,0.9487297
5,"#Audi RS 4 Avant - a high-performance #car offering an incredible driving experience due to the dynamic handling and powerful engine. 🔥

⭐ 0-62mph in 4.1 seconds! 
⭐ 450 PS &amp; maximum torque of 600 Nm

Could this be your ideal new car? http http",0.0031940571,0.07914553,0.9176604
6,#Audi RS3 LMS http http,0.0480865,0.84451234,0.10740119
7,#Audi nave 📸🚘🥇 http,0.044434555,0.8804087,0.0751568
8,#Audi switching from #truck to #rail for #battery delivery http via GreenCarCongres,0.0103936745,0.60305876,0.3865475
9,#Audi switching from #truck to #rail for #battery delivery http,0.03358961,0.8255023,0.140908
10,"#CWPhotos Buying an Audi RS5 Sportback is for those who want top-tier, unadulterated performance and bragging rights. It sounds fantastic, looks eccentric, and feels equally at home on the streets of South Bombay or attacking corners of BIC. 

#Cars2022 #AudiS5Sportback #Audi http",0.0028339557,0.044420466,0.95274544
11,"#FTC30 Day 2: Black &amp; White

#Forza #ForzaHorizon #ForzaHorizon5 #FH5 #ForzaShare #Forzatography #Audi #R8 #AudiR8 #WorldofVP #VPUnityHub #VPEclipse #SVP #SocietyofVirtualPhotographers #VirtualPhotography http",0.023605075,0.8098937,0.16650121
12,"#RaviShastri terms his gold-coloured Audi100 as India's national asset. Check the reason here👇

#TeamIndia #Shastri #Audi #indiancricket #IndiavsPakistan #INDvPAK

https://t.co/gN1QF9K0NY",0.046811406,0.7167858,0.2364029
13,#news #Audi #Autonomous #Study #Tech Audi Addresses Autonomous Driving Concerns Like The “Trolley Problem” In A New Study http,0.039530475,0.65465266,0.30581683
14,#news #Audi Audi Addresses Autonomous Driving Concerns Like The “Trolley Problem” In A New Study http http,0.054877166,0.7227818,0.22234106
15,".@AudiIN completes 15 years in India

#Audi has introduced a warranty coverage for 5 years with unlimited mileage for all cars sold from 1st June 2022",0.013900331,0.3899397,0.59615993
16,"2012 Audi Q5 with 135k miles for parts! 3.2L engine and auto trans. Stock # C22275
Call or TEXT 716-894-2060

20-60 Auto Parts

#Audi #Q5 #Buffalo #UsedPart #NotAJunkyard #2060autoparts #CarPart #GetUsedParts #AutomotiveRecycling #BuffaloUsedParts #Bestusedparts #Familyowned http",0.026978541,0.720872,0.25214946
17,24H Le Mans 2016 Qual3 Dalmas Amazing Drift SC Live @user - http #LeMans24  #LeMans #GTWorldChEu #Audi #Motorsport @user @user @user @user @user @user @user @user @user @user,0.021666406,0.7171708,0.26116267
18,"@user In 2023/4 #Audi will  introduced a spot the  #Cycling #Cyclist on the dash, and a Head unit ( similar to the  @user head unit) will be available for the bike, lots more to accept the  technology and will be installing on all new vehicles apparently 2025 on",0.0114614265,0.5313269,0.45721176
19,@user Definitely utilize Twitter to go after auto manufacturers that don’t care about customers and use fraud tactics like #audi,0.58396924,0.37165815,0.04437256
20,"@user and @user topped the two #STCC #TCRScandinavia practice sessions at #Ljungbyhed today! 🏁 The last session had just 0.064 seconds ⏱ between the top drivers, read more 👉 http #CUPRA #LynkCo http",0.0014792075,0.19153681,0.8069838
21,"A vision of progress. Milan Design Week is almost here and we’re inviting you to explore re-generative design at the House of Progress. Watch this space.

#FutureIsAnAttitude #Audi #eMobility  #MilanDesignWeek #AudiHouseOfProgress http",0.00228028,0.23603661,0.76168317
22,"A vision of progress. Milan Design Week is almost here and we’re inviting you to explore re-generative design at the House of Progress. Watch this space.​
Discover more at http #eMobility #MilanDesignWeek #AudiHouseOfProgress #FutureIsAnAttitude http",0.0019039847,0.2486377,0.7494582
23,"AUDI A3 Sedan: 2020 - Present

""The 2020 A3 look elegant and aggressive at the same time. The front was equipped with a large single frame open honeycomb grille in gloss black finish that...was also functional with flaps that went on and off.""

Read more on Auto Evolution. #Audi http",0.004749304,0.17426004,0.8209905
24,Archive Post: #Silvercar Is Coming To Downtown San Francisco http #audi #california,0.006721017,0.81751686,0.17576201
25,"As we mark the Queen’s Platinum Jubilee year, we are taking a look back at Audi milestones that have occurred during her reign.

From racing triumphs, to the development of quattro technology and now our electrifying future with Audi e-tron. What is your favourite #Audi memory? http",0.0031996714,0.2735951,0.72320527
26,"Audi
Medieval branding | Part 1
#audi http",0.09061148,0.8504973,0.058891226
27,Audi 100 won by Ravi Shastri in 1985 fully restored by Super Car Club Garage #audi #car #Club #fully #garage #Ravi #restored #shastri #Super #won http,0.010075797,0.41126043,0.57866377
28,Audi A4 Sedan 45 TFSI quattro S line 2022 Review: http Audi A4 – In a world that is increasingly heading towards SUVs and Utes the Audi A4 sedan stands strong against the tide. #Audi #AudiA4 #Audi45TFSI http,0.0053371154,0.20858392,0.78607893
29,"Audi India is celebrating 15 years in the country  by announcing an industry-first-ever five-year warranty with unlimited mileage for all vehicles sold this year, starts from June 1 2022.
 @user #FutureIsAnAttitude #Audi #India #warrenty #service #ServiceCharge http",0.0012614172,0.048591588,0.9501469
30,Audi SQ8 ABT #Audi #sq8 #q8 #ABT http,0.046540186,0.81993926,0.13352053
31,"Bank Holiday Weekend! Which one are you taking?

#BMW #mercedes #landrover #rangerover #porsche #audi #ford #hothatch #supercars #carsdaily #luxurycars #cargoals #quattro #petrolheads #caroftheday #goals #cars247 #carspot #cars #sportscars #hothatch #RS3 #A45SAMG http",0.045348007,0.7673006,0.18735127
32,"Best way to initiate the weekend 🍩 1000hp Audi RS6 Avant 💪🏼💙
📷 @user #rs6 #rs6avant #donuts🍩 #audirs #audi #audifans #audilovers❤️ #horsepowerfreaks #germancars🇩🇪 #twinturbos #turbolife #carfanatic #carslover #audiobsession http http",0.0017997981,0.05705647,0.9411437
33,"Can't find the car you're looking for?
We have more ""in-transit"" vehicles arriving every day!

Our sales team can match you to the perfect #Audi vehicle before it even leaves the factory.

Start your consultation: http http",0.023373643,0.26095656,0.7156698
34,"Car Finance On 1000’s of Nearly New and Used Cars

No Deposit On Most Vehicles

Easy To Use Form

https://t.co/LzRXulRWPU

#Ford #Vauxhall #VW #Volkswagen #Audi #bmw #Mercedes #benz #MercedesBenz #Toyota #lexus #HONDA #Nissan #subaru #Kia #volvo #SUV #jeep #carshopping http",0.025817677,0.61394507,0.36023718
35,"City driving or adventures on the open road - which do you prefer? 
.
.
#audifreehold #audiq3 #audi #audilove #q3 #autodealership #dealership #luxurysuv #luxurylifestyle #luxury #freeholdnj #drive #cars #adventure http",0.021198977,0.67557603,0.303225
36,Crush city driving with a compact #Audi pre-owned sedan! 🌆 Shop now with #AcceleRide: http http,0.004219353,0.22006518,0.7757153
37,"Curbed your alloy? Damaged your wheel? We can help http #audi #a4
https://t.co/14qpvCpI4R",0.121369,0.7348811,0.14374994
38,"Custom LED Rego Keytag, made to match the rego of this distinctive Peugeot RCZ 200th Anniversary Edition! 🔗✨ Thanks for the submission, Sasa! 🙌 DESIGN YOURS NOW! ⬇️
https://t.co/mTnZidhZmQ

#peugeot #gti #car #peugeotsport #renault #citroen #bmw #ford #cars #fiat #audi #jdm http",0.0025135127,0.135752,0.8617345
39,Do You Want A LaFerrari Enough To Cut Up An Audi R8 V10 Spyder? http #news #Audi http,0.07393124,0.7869448,0.13912392
40,"Don’t tell them you’re sporty. Show them. Make a visual statement with the fully electric Audi Q4 Sportback e-tron. 

Explore more at http #FutureIsAnAttitude #eMobility #Q4etron #sportback http",0.014420613,0.35520893,0.63037044
41,Emergency survival tool and luxury EV: #AudiEtronSportback http #audi @user #audirs #etron #audietrongt #audisport #sportback #quattro #electriccar #cars #ev  #carsofinstagram #electriccars #e #audigirls #etrongt #etronsportback #AudiLove #AudiLife http,0.016426083,0.3900447,0.59352916
42,"Enjoy peace of mind with extended #Audi Service packages up to 285,000 km / 6 Services with 25% discount on parts.

Starting from KD 933.

For appointment bookings and more information, kindly call 1811118.

#Kuwait #AudiKuwait #AudiService http",0.0045319167,0.15229052,0.8431777
43,"Ervin Hetemi, this Audi S4 and you look great! Thank you for letting Eleazar Torino help you!
 #kendallaudianchorage #audi #S4 #letsstartsomethinggreat 
 Find your Audi: http http",0.0012026395,0.009681574,0.9891158
44,"Feel sparks fly. The electric #Audi e-tron GT offers divine style and shocking capability, with an EPA-estimated range of up to 238 miles.

Find yours online with #AcceleRide: http http",0.0029729414,0.07537949,0.9216476
45,"First Class Rental Service Available With Elantra.

Booking at 0334-1110388
.
.
.
.
.
#Carrental #Travel #Vacation #Carhire #Luxury #Cars #Pakistan #Toyota #Honda #Islamabad #Luxurycars #Rentacar #Kia #Tourism #Landcruiser #BMW #Mercedes #Audi #Auto #Car #Rental http",0.026718996,0.78002864,0.19325237
46,"For sale at Gem Classic Cars an 1999 AUDI 1.8 Turbo Quattro with very low miles &amp; 1 owner. Perfect driving for an Audi enthusiast. These A4 become a classic and prices are up for a nice model. To collect before it’s too late! 👉https://t.co/4gVOrXeW5A

#audi #cars #carsales http",0.002430045,0.058502894,0.93906707
47,GOT DONUTS? It's National Donut Day! 🍩⁠🍩⁠🍩⁠🍩⁠ #Audi #AudiFairfield http,0.006663278,0.17248787,0.8208488
48,"Go anywhere around the city with us.

Contact now for booking 0335-0026050
.
.
.
.
.
#Carrental #Travel #Vacation #Carhire #Luxury #Cars #Pakistan #Toyota #Honda #Islamabad #Luxurycars #Rentacar #Kia #Tourism #Landcruiser #BMW #Mercedes #Audi #Auto #Car #Rental http",0.02813098,0.724033,0.24783592
49,"Got plans this weekend? The #Audi Q7 offers extra seating and extra space!

Shop the Q7 now with #AcceleRide: http http",0.0016883063,0.16909622,0.8292155
50,Gran Turismo 7 [PS5-ITa] Just Chatting F12022 Marcodrums Games - in Live... http @user #ps4 #ps5 #sony #console #pad #gaming #playstation #playstation5 #youtube #live  #playhasnolimits #granturismo7 #gt7 #race #poliphony #gare #twitch #ferrari #audi #bmw,0.034075964,0.8350101,0.13091385
51,"Guess that #sound: This performance driven Audi sports car can do a sprint in 3.8 seconds. Can you guess which model this is?

#Audi #automotive #cars #AutomotiveIndustry http",0.012216802,0.30230263,0.68548054
52,"Hey @user  when will you update your app and website..? I have a 5 year old that can do better. With such great cars I love, you need a better app and website to match. 🤦🏻‍♂️ #audiappsucks #audi #audifam #audiq8 http",0.28464448,0.35682812,0.3585274
53,"If you are looking for an air conditioning repair service, you should call us. 

💯We are the leading provider of air conditioning repair and installation services in our area.

https://t.co/KeI8bT8voS

#carparts #autoparts #carlifestyle #autoaccessories #audi #carpartsforsale http",0.0058159344,0.35928917,0.634895
54,"If you're looking for a new #Audi, then look no further as we have a limited selection of new models that are now available for immediate delivery*. A5’s, Q2’s, Q5’s - and more! 

Speak to our team to find out if we have your model of choice in stock.

*Subject to availability http",0.01692272,0.4266595,0.55641794
55,"It's absolutely bang-on!  #car #audi #auto http",0.008621138,0.084767394,0.9066115
56,Kerbed your alloy? We can help http #audi http,0.01237058,0.6697879,0.31784162
57,"Lets take a ride to the past! What do you think about this Audi Sport Quattro? 

@audisport 

#audi #quattro #photography #carphotography http",0.031340074,0.6129283,0.35573173
58,Love #summers in Toronto. Still waiting for #wen #moon #BTC #R8. Time for a new whip! #Audi ……maybe an electric! http,0.00366477,0.054357417,0.9419777
59,"Mahindra confirms talks with Abt for Formula E powertrain supply

https://t.co/QAJtDgsMii

#news #motorsport #industry #audi #formulae #mahindra #automotive",0.016829878,0.84664285,0.13652733
