,Tweet,Negative,Neutral,Positive
0,"#BMW G 310 RR To Launch Soon In India. Check Specifications 
https://t.co/A3I047B0VZ
By @user",0.018662749,0.93183696,0.04950034
1,"#ElectricCars Are Becoming Less Expensive - This is great news for consumers who are considering their first EV purchase, especially amid elevated gas prices.  Consumer Reports http #ElectricVehicles #EVs #cars #VW #Stellantis #Renault #Mercedes #BMW #Volvo",0.0024985054,0.041772928,0.95572853
2,"#FTC30 - Day 4
“Blast from the past 90’s”

#forzahorizon5 #fh5 #ForzaShare #virtualphotography #forzaphoto #forzaphotography #forzatographycentral #ThePhotoMode #BMW #M3 #blastfromthepast90s http",0.04415684,0.8386324,0.11721061
3,"#JustLeased a Green 2022 BMW M5 CS. Our PFS #SimpleLease has flexible terms, tailored to your situation and needs. Learn more about it online at: http #BMWLeasing #2022BMW #pfs_leasing http",0.0045590536,0.5116321,0.48380893
4,"#NFT #NFTCommunity #NFTs #NFTGiveaway #CheapNFT #NewNFT #rarible #opensea #metaverse #bmw #e30 #m3 #bmwm3 #bmwe30 
#NFTCollection #NFTart #NewNFTs #CheapNFTs #NFTGiveaways #Ethereum #ETH #Bitcoin #BTC 
Check out my profile:https://t.co/GQDAAmGpYZ http",0.007967499,0.5981763,0.3938564
5,#TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Lithium Supercharges #MarianaLithium Development By US$600M Investment Making Argentina The Power House Of #Solar Energy #rEVolution. http #Royalties⚡️ $GNENF #EVs #Batteries #Tesla #VW #BMW $LIT $BATT http,0.016019702,0.877278,0.10670235
6,#bmw followme http http,0.07796944,0.8374651,0.08456531
7,"#news #BMW #BMWM #BMWM3 #ebay This 1995 BMW E36 M3 GT Has Had Over $312,000 Spent On It http",0.052541208,0.7797869,0.16767196
8,"#news #BMW This 1995 BMW E36 M3 GT Has Had Over $312,000 Spent On It http http",0.043832283,0.7799178,0.17624983
9,(I purchased a 30yr outdated ITALIAN ...) http - http #Acura #AstonMartin #Audi #BIsForBoat #BIsForBuild #Bentley #Bmw #Boat Sports betting #Sportsbetting #Blackjack #Poker #Horseracing #Craps #sportsbook #Austrailia #gaming,0.16990638,0.76967037,0.06042326
10,@user Looks vaguely familiar 🤔 #FCBarcelona #mpower #BMW http,0.028470347,0.752741,0.21878861
11,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
12,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
13,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
14,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
15,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
