,Tweet,Negative,Neutral,Positive
0,"#Mercedes-#Benz A-Class #Bucket #List – #Sloane #Stephens (:30)
 
https://t.co/8iMsHMoQ36
 
#AClass #ElectricCars #ElectricVehicles #EV #MercedesBenz #MercedesBenzUSA #MercedesBenz #Videos #Vlog #YouTube http",0.032769736,0.60214126,0.36508897
1,"#MercedesBenz    Love from Bulgaria     #CanYaman  #DisneyPlusTR   #DolceGabbana   #ElTurco
#MercedesBenzİtalia       #CanYamanMania #SembraStranoAncheAMe   #CanYamanForChildren http",0.011816018,0.29370445,0.6944794
2,"#MercedesBenz    Love from Bulgaria     #CanYaman  #DisneyPlusTR   #DolceGabbana   #ElTurco
#MercedesBenzİtalia       #CanYamanMania #SembraStranoAncheAMe   #CanYamanForChildren http",0.011816018,0.29370445,0.6944794
3,"#MercedesBenz #CClass C300d review. @user 

Video: http http",0.028955262,0.8016905,0.16935407
4,"#MercedesBenz #CClass C300d review. @user 

Video: http http",0.028955262,0.8016905,0.16935407
5,"#carlovers #MercedesBenz
#ElectricBlue #ElectricDrive

My Dream Car😊 http",0.0042167855,0.123214886,0.87256825
6,"@user @user Absolutely right ... he's the one and only ❤️‍🔥 Nice afternoon Rosi 🫂😘
I ❤️ CANYAMAN
#CanYaman 🔥👑
#MercedesBenz",0.0022561182,0.03373157,0.9640124
7,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
8,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
9,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
10,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
11,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
12,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
13,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
14,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
15,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
16,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
17,A beautifully optioned Mercedes-Benz GLE 350 went to its new home! Congratulations to the new owner from Mercedes-Benz of Greenwich. #MercedesBenz #MercedesBenzOfGreenwich http,0.00089334825,0.012975421,0.986131
18,A brand-new fully redesigned 2022 Mercedes-Benz C 300 with AMG® package went to its new home this week! Congratulations from the family at Mercedes-Benz of Greenwich. #MercedesBenz #MercedesBenzOfGreenwich http,0.0007432332,0.019635815,0.97962093
