,Tweet,Negative,Neutral,Positive
0,#TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Lithium Supercharges #MarianaLithium Development By US$600M Investment Making Argentina The Power House Of #Solar Energy #rEVolution. http #Royalties⚡️ $GNENF #EVs #Batteries #Tesla #VW #BMW $LIT $BATT http,0.016019702,0.877278,0.10670235
1,"#TheSwitch 🔌 Oil’s Displacement as a Road Fuel Is About to Ramp Up, BNEF Says - Bloomberg

#TNRGold🔋 $TNR.v ☀️ $TRRXF #Royalties ⚡️ #MarianaLIthium ✅ #Ganfeng $GNENF #Lithium #Batteries #EVs #ElectricCars #Tesla #VW #BMW #BYD http",0.022347877,0.76222986,0.21542239
2,#VW Golf Mk2 http,0.021699589,0.89565784,0.08264265
3,#VW Scout electric SUV and pickup rendered #Volkswagen http,0.01061264,0.7555135,0.23387389
4,"#VW does not care about the military. Helping my service member son is buy a car. Submitted credit app and asked about military discount. VW dealer then tells us they are adding $2,000 premium to price.",0.76185954,0.21257505,0.025565375
5,#news #ElectricVehicles #Greece #Video #VW VW ID. Buzz Joins Ridesharing Program In The Greek Island Of Astypalea http,0.016821958,0.8161923,0.16698565
6,"#news #teaser #Video #VW #VWAmarok VW Shows Off The New Amarok’s Tailgate, Reveals 7,716-Pound Towing Capacity http",0.016500244,0.8336711,0.14982867
7,"$6,300 price cut makes 2023 #ChevyBolt the cheapest electric vehicle in U.S.  Lowering prices on #electricvehicles makes them a lot more accessible to the average consumer http #ElectricCars #EVs #cars #VW #Stellantis #Mercedes #Renault #BMW #Volvo #EUGreenDeal",0.0029109858,0.084605634,0.9124834
8,10 years to the day I bought our red VW van. Part of the family at this stage. Been at the heart of most family adventures for last decade and hopefully the next one! #vw #vanlife http,0.0018991927,0.078644685,0.9194561
9,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user statistical design for #OS is rubbish for yrs &gt;
It's a Demand economy, not a Supplier economy - Ghost Town Sim Counting supplied by #VW #Vendors does not reflect User Concurrency &gt;
Google Trends is #User due-diligent http #OSCC #OSFest2022",0.74670166,0.22671248,0.026585797
10,"@user @user Us: Why does #VW pretend we give a shit about #LGBTQ ppl with your bs 🏳️‍🌈 logo, but your logo in #saudi isn't?
VW: Eh...well...see, #sharia &amp; #islam kill gay ppl &amp; we don't like ppl being killed (well maybe Jews...WHAT?? we were fu**ing #Nazis!) but $ is more important to us  So🙄 http",0.920179,0.07360475,0.006216253
11,"ANOTHER GREAT #VWcampervan #AWNING DEAL!
#Vango Airhub Hexaway Low Drive-Away Awning Package - (RRP £940) £825 - with CARPET!
One of the quickest &amp; easiest #driveaway awnings to pitch! See our video here &gt;https://t.co/9SsCCsQYcY
IN STOCK NOW!
#VW #camper #CamperAwning #AwningDeal http",0.0017293029,0.06615755,0.93211305
12,"ANOTHER GREAT #VWcampervan #AWNING DEAL!
#Vango Airhub Hexaway Low Drive-Away Awning Package - (RRP £940) £825 - with CARPET!
One of the quickest &amp; easiest #driveaway awnings to pitch! See our video here &gt;https://t.co/9SsCCsQYcY
IN STOCK NOW!
#VW #camper #CamperAwning #AwningDeal http",0.0017293029,0.06615755,0.93211305
13,"ANOTHER GREAT #VWcampervan #AWNING DEAL!
#Vango Airhub Hexaway Low Drive-Away Awning Package - (RRP £940) £825 - with CARPET!
One of the quickest &amp; easiest #driveaway awnings to pitch! See our video here &gt;https://t.co/9SsCCsQYcY
IN STOCK NOW!
#VW #camper #CamperAwning #AwningDeal http",0.0017293029,0.06615755,0.93211305
14,"ANOTHER GREAT #VWcampervan #AWNING DEAL!
#Vango Airhub Hexaway Low Drive-Away Awning Package - (RRP £940) £825 - with CARPET!
One of the quickest &amp; easiest #driveaway awnings to pitch! See our video here &gt;https://t.co/9SsCCsQYcY
IN STOCK NOW!
#VW #camper #CamperAwning #AwningDeal http",0.0017293029,0.06615755,0.93211305
