,Tweet,Negative,Neutral,Positive
0,"#Mercedes-#Benz A-Class #Bucket #List – #Sloane #Stephens (:30)
 
https://t.co/8iMsHMoQ36
 
#AClass #ElectricCars #ElectricVehicles #EV #MercedesBenz #MercedesBenzUSA #MercedesBenz #Videos #Vlog #YouTube http",0.032769736,0.60214126,0.36508897
1,"#MercedesBenz    Love from Bulgaria     #CanYaman  #DisneyPlusTR   #DolceGabbana   #ElTurco
#MercedesBenzİtalia       #CanYamanMania #SembraStranoAncheAMe   #CanYamanForChildren http",0.011816018,0.29370445,0.6944794
2,"#MercedesBenz #CClass C300d review. @user 

Video: http http",0.028955262,0.8016905,0.16935407
3,"#MercedesBenz #CClass C300d review. @user 

Video: http http",0.028955262,0.8016905,0.16935407
4,"#StockUpdate Mercedes Benz W118 CLA250 Bumpers #OnSale 

Front Bumper with Grille &amp; Rear Bumper Skin

Ping us &amp; adopt for your car👇😎

#Stock #Genuineparts #ResusewithQuality #Singapore #Stockist #PropelAuto #ScrapYard #W118 #CLA200 #CLA180 #CLA250 #MercedesBenz #Original #Ping http",0.023168566,0.61924016,0.35759133
5,"48 years ago today - 3 June 1974 - the #MercedesBenz ESF24, the last of five experimental cars built to test safety features, was introduced to the public → http #OnThisDay #throwback #autos #classiccars http",0.015313318,0.6302186,0.354468
6,"@user &gt;1000KM on a single charge – #MercedesBenz presents the #VISIONEQXX From Sindelfingen (Germany) to Cassis (France). Did we succeed?
 http http",0.015689394,0.5127283,0.47158238
7,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
8,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
9,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
10,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
11,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
12,"An overwhelming forward momentum that is second to none. The ONE and Only Mercedes-AMG ONE.⁣
⁣
#MercedesAMG #AMGONE #MercedesBenzIndia #mercedesbenz #mercedesamg #MercedesBenzAMG http",0.004049515,0.08673572,0.9092146
13,"Asking Price: 24m [Slightly Negotiable]

If interested, DM for Inspection or Call/Whatsapp; 0818 811 1105

#BuyLagos #BuyLagosLtd #BuyLagosLtdAutomobile #CarsForSale #CarDealer #CarShopping #AffordableCars #FollowMe #MercedesBenz #MercedesCars #MercedesBenzS550",0.021892797,0.700046,0.27806118
14,"Bring some color to your life. #MercedesBenz

https://t.co/AXNGWk4Prt http",0.007201692,0.2520752,0.74072295
15,"Bring some color to your life. #MercedesBenz

https://t.co/CHPNOcUlwr http",0.008308589,0.2741122,0.71757907
16,"Bring some color to your life. #MercedesBenz

https://t.co/pCL19qnYjs http",0.007050198,0.25083297,0.74211687
17,"Bring some color to your life. #MercedesBenz

https://t.co/yhWocJoxMR http",0.0057438584,0.23540042,0.7588556
18,CRITICAL AIM #IMAGEBYOVERY Shot for @user #MercedesBenz #GT #peterauto #surreylife #initracing #cklgtr #markwebber #thursdayvibes #lemans24 #motohistorics #historicclassics http,0.03412923,0.7181922,0.24767856
19,"Clean and spacious work shops. A true gearhead’s dream. 

#automotive #gear #gearheads #gearhead #workshop #car #garage #garageorganization #audi #mercedesbenz #supercar #sportscar #engineering #inspire #stem #stemeducation #steminfluencers #picoftheday #inspireengineering http",0.010169481,0.26554462,0.7242859
20,"Did you know that this old @user lorry is still in production in IRAN ?
Price ? $100000 !!!
#MercedesBenz #IKCO #Iran #Germany http",0.09590108,0.7040933,0.2000056
