,Tweet,Negative,Neutral,Positive
0,#BMW’s new entry-level #EV is the #iX1 #SUV http,0.007192296,0.8489745,0.14383318
1,"#Best of the day on http You Need To Know : The All-electric Bmw Ix1 And The New Bmw X1
https://t.co/TbCSkRJhZV
#car #bmw #bmwx1 #newx1 #x12022 #sav #bmwdesign #productsubstance",0.0025678338,0.16552015,0.83191204
2,#Bmw E39 540i Wagon http,0.05195751,0.9009718,0.047070537
3,"#NewCarDay for Mr McCreadie as he collects his gorgeous new #M240i from Rob Brodie at Marshall #BMW #Salisbury.
 
Thank you for choosing Marshall. #marshallmoments http",0.0011382698,0.05019731,0.94866455
4,#news #BMW #BMW7Series #Tuning #Wheels Previous-Gen BMW 7-Series In 22-Inch Deville Wheels Is A Bit Too Much http,0.29398367,0.61798793,0.088028416
5,#news #BMW Previous-Gen BMW 7-Series In 22-Inch Deville Wheels Is A Bit Too Much http http,0.34181365,0.574232,0.083954334
6,"$AMY American Manganese says 2021 has laid a ""strong foundation"" for growth next year  http @user $AMYZF #AMY #AMYZF #Battery #Recycle #recycling #tesla #ElonMusk #ELON #Volkswagen #Mercedes #BMW #Panasonic",0.0026493797,0.1527491,0.8446014
7,(Evening Times):#BMW deliberately set on fire in #Bothwell's Pailis Crescent : A plush BMW has been deliberately set alight in a residential neighbourhood. .. http,0.7588975,0.22659205,0.014510379
8,2021 BMW X6 #bmw #bmwx6 #carsales #Texas #dealership http,0.007381604,0.7394914,0.253127
9,"5. LEGO - Leg Godt means Play Well

(5/5)

#Amul #LG #BMW #LEGO #MRF  
#FullForms #Brands http",0.0129109435,0.54021704,0.446872
10,"780,000+ charging points worldwide.
0 reasons not to explore.
#THEiX3 #BornElectric

The #BMW iX3:
Power consumption/100km, CO2 emission/km, comb.: 18.9-18.5 kWh, 0g. According to WLTP, http http",0.30918288,0.57348555,0.11733165
11,@user &amp; @user good job on @user on Twitter. #EWC #24hSpaMotos #BMW #BMWMotorrad,0.001324669,0.048041888,0.95063347
12,@user Or Running away from @user new #BMW X5,0.067618676,0.880422,0.05195934
13,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
14,"@user @user The learnings and experiences at #Tesla help the ex-employees with the next employer!
knowledge transfer!
Thanks to #Elon from
#BMW
#Daimler
#Porsche",0.0019826952,0.06982293,0.92819434
15,"A bit of a BEAST!
Let me know how you get on!
.
Click here➡➡https://t.co/8fjhASUopS
.
#porsche #Porsche911GT3
#thesimracersarms #3LC #3LapChallenge #ReizaStudios #Automobilista2 #AMS2 #simracing #automobilista2 #BMW2002Turbo #BMW2002 #simracing #SimRacer #esports #BMW",0.037035313,0.6899363,0.27302834
16,"A legacy of creativity, individuality and joy.
For the first time, 9 out of 19 BMW Art Cars are on show in 2022's European Capital of Culture.
To learn more about the iconic collection, tap the link 👉 http #BMW #Esch2022 @user http",0.0014236557,0.17080747,0.82776886
17,"A modern vision of luxury and craftsmanship. 
The BMW 7 Series Individual Edition offers unique and bespoke personalisation fit for those who stand out of the crowd. 

To book, visit the link: http 

#BMW #The7 #The7SeriesIndividual #BMW7Series http",0.0026511957,0.22657461,0.77077425
18,"A new chapter of #3rill, unlocked.
Congratulations to Mr. Vilas A and family on their brand new BMW 3 Series. Welcome to an ever growing family of #BMW &amp; #NavnitmotorsBangalore with 2 decades of experience in sales and over 10,000 happy customers.

#BMW3Series  #bmwindia http",0.0007255392,0.0142451,0.98502934
19,"Alastair Ford: ""#TNRGold🔋 Set To Be Major Beneficiary Of #Ganfeng’s Proposed US$600mln Investment In The #MarianaLithium Project."" http #ElectricCars #EVs #Argentina 

$TNR.v ⚡️ $TRRXF #Royalties $GNENF #Tesla #VW #BMW http",0.013346379,0.8083102,0.17834331
20,"As close as it gets!
Can you spot all 5 helmets of the leading pack in the first image? #Honda #Suyuki #Yamaha #BMW #Kawasaki #24hspamotos #fimewc http",0.013163769,0.7026761,0.28416008
21,"Athletically sculpted.
#THEi4 #BornElectric

The #BMW i4 M50:
Power consumption/100 km, CO2 emission/km, weighted comb.: 22.5–18.0 kWh, 0 g. According to WLTP, http http",0.07478727,0.8402768,0.084936
22,"BMW Concept X7 iPerformance. A new dimension in spaciousness.

#BMWX7
#BMW
#BMWClubUAE
#iPerformance http",0.004128912,0.45866755,0.53720355
23,"BMW Group remains world’s Number One premium automotive company.

#BMW
#BMWGroup 
#BMWClubUAE http",0.006517713,0.33672088,0.6567614
24,BMW JUNIOR TEAM DRIVES TO FORTH PLACE AFTER STRONG RECOVERY PERFORMANCE AT THE 1000 km PAUL RICARD. http #BMW #GTWorldChEu,0.005191985,0.5547769,0.4400311
25,"BMW M1 Procar collector and mechanic Fritz Wagner is working on a hydrogen fuel cell conversion of the track-only version of the iconic mid-engined coupe.
#BMW #M1 #Procar #GreenHydrogen #Hydrogen #HydrogenNow #HFCEV #FCEV #ZeroEmissions @user",0.012646766,0.6155725,0.37178075
26,Back... to the future. The #BMW 3.0 CSL Hommage. http,0.014487439,0.75382817,0.23168445
27,Beautiful Riding Weekend 😎 Danko is Thank You #Sunriders #SapaYopa #BMW #S1000RR http,0.00087006,0.0218992,0.9772307
28,Coming soon 1978 BMW R65 Cafe Build. #CafeRacer #BMW http,0.007465856,0.7809323,0.2116018
29,"Damaged your wheel? We can help http #bmw
https://t.co/yDrdYt7FIh",0.067917064,0.7638345,0.16824844
30,Damaged your wheel? We can help http #bmw http,0.069650814,0.7734981,0.1568511
31,"Designed to turn heads at every corner, our iconic glow Kidney Grille is a combination of form and function.

Contact your nearest dealership for more information.

#BMW #IconicGrille #KidneyGrille http",0.0038590364,0.3299808,0.66616035
32,"Download the Best #app to share your #Best #car content: http 
#bmw #bmwx1 #newx1 #x12022 #sav #bmwdesign #productsubstance #bmwcompactsportsactivityvehicle #newbmw #bmwindividual  http http",0.004169097,0.18270819,0.8131227
33,"Drive the speed. ✨
-
-
#Jeddah #موسم_جدة #فعاليات_جدة #تأجير_سيارات #إيسار #ESAR  #تأجير_سيارات_في_جدة  #استأجر #توصيل #جدة_الان  #جدة_بير #سيتي_ووك #Z4 #BMW http",0.093319826,0.8506586,0.056021433
34,Driven: 2022 BMW i4 eDrive40 Shows Carmaker Is Serious About EVs http #news #BMW http,0.0069583794,0.46626574,0.52677596
35,"Exclusive and hand-picked bespoke travel experiences for those with a discerning taste. The BMW Excellence Club is for the extraordinary.

#BMW #BMWExcellenceClub http",0.0030533604,0.14194825,0.8549983
