,Tweet,Negative,Neutral,Positive
0,"""If your hate could be turned into electricity, it would light up the whole world."" Nikola Tesla #digitalart #NFT #NFTart #crypto #NFTCommunity #newNFTs #nftcollectors #illustration #nikolatesla #Croatia #Tesla #oneofakind #illustrationartists http",0.14820966,0.529311,0.3224794
1,#China electric car sales rose in May as lockdowns start to ebb - http End of the ICE Age #EVs ⚡️ #Lithium 🔋 #Tesla #EVsMassMarket ✅ http,0.004141676,0.26705113,0.7288072
2,#ETH #Tesla #Amazon #Google all great Buys ret now‼️,0.0021057841,0.06240738,0.93548703
3,#Elon #Musk Seeks to Reduce Staffing at #tesla http,0.1312095,0.82211304,0.046677537
4,"#ElonMusk is the highest paid CEO in the world. He could cut his own compensation by a fraction &amp; not have to lay anyone off.
After emailing employees about job cuts at Tesla, Elon Musk says the total headcount at the company will increase http  #Tesla",0.013531508,0.16312844,0.82334006
5,"#Lithium ⚡️New ATH $78,300/T LCE CNY497,500 

Who can supply #Tesla Energy #rEVolution? The industry produced 497,000 T of LCE in 2021, demand is over 1M T/Y LCE by 2025. #Ganfeng's Chairman is talking about 3M T/Y demand by 2030 http #TNRGold🔋 $TNR.v http",0.041408002,0.751749,0.20684305
6,"#Porsche - #Girl #cause this #goldenlogo #looks #sogood beside #myskincolor 😍 #truestory, @user is the only #fullelectric #worth the... #drive ... I #love #cars and #Idrive 😝

👑🙌🏾🙏🏾✊🏾 http",0.0017985936,0.017337466,0.9808638
7,"#Tesla #FSDBeta will be able to drive to a GPS point without map data, which is a big deal. In the meantime, V10.12.2 has started to roll out widely in North America, while Tesla is preparing to submit the development to regulators in the EU ⚡️
https://t.co/5QZ8H98Wb9",0.004230795,0.26344576,0.7323236
8,"#Tesla #FSDBeta will be able to reach GPS Points without map data in a few months, per Elon Musk http http",0.004463069,0.29836196,0.697175
9,"#Tesla Model X Plaid loaded with 6 people defeats the Porsche 992 Turbo S in a drag racing battle (full video, specs comparison of both vehicles, story)...

Great piece of engineering @user @user 👍

https://t.co/7ThNUmPwpf",0.012300257,0.23215482,0.75554496
10,#Tesla breaks through US$1 Trillion MC. The tsunami shock wave to Lithium supply is still to come after this earthquake &amp; Lithium prices will be smashing a lot of new all-time highs. Lithium supply lines require a lot of work to match this rEVolution race. http http,0.18268554,0.56783223,0.24948213
11,"#Tesla goes in ""Plaid Mode"" &amp; leaves legacy autos in the dust after flying through US$1 Trillion MC. Everybody is talking about EVs &amp; a lot of people are chasing Lithium Dreams &amp; Dragons. Who can deliver the secure #Lithium supply for the rEVolution Race? http http",0.21274598,0.63130385,0.15595008
12,"#Tesla in #Cambodia 
Inside Aeon mega mall of #PhnomPenh http",0.02031431,0.8193751,0.16031066
13,#Tesla outlines their plans for #GigaFactory Berlin’s 247 acre expansion http http,0.013238538,0.8574022,0.12935926
14,#Tesla will grow even more with new gigafactories coming online. Legacy autos are chasing Tesla and racing to the mass market for electric cars. They will grow more during #TheSwitch. All this flood of money will be seeking the best returns. http #Lithium $LIT http,0.0039628902,0.10288633,0.89315075
15,#facebook #meta to buy #MTTR for $16.50 per share get ready. Matterport surges as 3D software company sees strong subscriber growth. #google #yahoo #amazon #alibaba #crypto #Tesla possible an #amazon deal too?,0.0050032362,0.26264793,0.7323488
16,"#tesla #supercharger in Big Springs, KS, USA has a permit application with 12 stalls (250 kW) http",0.01925593,0.927739,0.053005084
17,"#tesla #supercharger in El Dorado, KS, USA has a permit application with 8 stalls (250 kW) http",0.019019082,0.9295818,0.05139925
18,"#tesla #supercharger in Houston - Hempstead Hwy (SC), TX, USA is under construction with 12 stalls (250 kW) http",0.06651595,0.88654727,0.046936806
19,"#tesla #supercharger in Lawrence, KS, USA is under construction with 12 stalls (250 kW) http",0.026436348,0.90028197,0.07328163
20,$TSLA Why being able to afford a #Tesla is unreachable to most. http,0.42384228,0.45112908,0.12502876
21,"$TSLA winnings of initial #BTC investment🙌

$-199256143 (-14.76 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
#Tesla #Bitcoin #crypto",0.028227687,0.80597186,0.16580047
22,"$TSLA winnings of initial #BTC investment🙌

$-199994400 (-14.81 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
#Tesla #Bitcoin #crypto",0.029317964,0.8054526,0.16522941
23,$mcrt #mint #nft #tesla tesla win a Tesla with mcrt mint http,0.006111827,0.3992825,0.5946056
24,.@elonmusk and your bros should be very worried that liberals will no longer buy #Tesla cars.,0.7957088,0.1890087,0.015282442
25,"100 New Charging Locations in Finland, Phillips 66 &amp; EV Charging, Mobility, AI, Satellites — EV News Today http #Tesla #EV #ClimateChange #Renewables #RenewableEnergy",0.0048039407,0.4637386,0.5314575
26,"2,000-mile drive in an #EV. She spent 18 hours waiting for it to charge—and only 16 hours sleeping. People don’t understand the value for the #supercharger network- this will never happen on a #Tesla ⁦@GerberKawasaki⁩  http",0.7114558,0.24129067,0.047253415
