,Tweet,Negative,Neutral,Positive
0,"#2022MercedesBenzEQS580
 Mileage 959

#autodynamics #usedeuropeancarshouston #luxuryhotels  #carfax #MercedesBenz  http http",0.053391065,0.6387135,0.3078954
1,"#3dmodel of the last Mercedes AMG. The AMG ONE. In #blender3d 

----------------------------------
#blender3d #mercedes #mercedesbenz #mercedesamg  #amgperformance #amgone #amgprojectone #mercedesf1 http",0.013204897,0.54898256,0.43781257
2,"#AutoWithMC | Mercedes-Benz is recalling almost a million older cars from around the world due to possible problems with the brake booster.

Know more 🚗 ↘️
https://t.co/hh3WCmu3KQ

#MercedesBenz @user #Recall #Cars",0.57657593,0.3784682,0.04495588
3,"#DYK the #MercedesBenz #newArocs is available in a variety of models including a tractor unit, rigid, dump truck and concrete mixer? Whatever your wheelbase, engine or cab needs, the Arocs is the perfect truck for almost any construction challenge. Info &gt;https://t.co/D5p5nW0LUF http",0.0040640235,0.0836801,0.9122559
4,#German car manufacturer #MercedesBenz is recalling nearly 1 million cars of different makes worldwide. #recall #automobiles @user,0.39082697,0.5305219,0.07865121
5,"#Mercedes to Recall 1 Million Cars worldwide on Fear of Faulty Brakes??
@MercedesBenz #MercedesBenz

https://t.co/B3S9ECPYDo",0.34376982,0.5605425,0.09568764
6,#MercedesBenz issues global recall of one million older cars. http,0.32239193,0.6016289,0.07597911
7,#MercedesBenz to recall about 1 million older models worldwide http,0.19265087,0.7096744,0.09767458
8,"#MercedesBenz to recall almost a million cars globally, here’s why

https://t.co/trqRmXHjb0",0.29520115,0.60245574,0.10234307
9,"#NHTSA scheduled to release data on #ADAS crashes (some semi-autonomous systems like #MercedesBenz, #GM, and #Tesla systems included) this month. Perhaps as early as this week.",0.04468042,0.82809144,0.12722814
10,"#RoyalFamily article marks #MercedesBenz in connection with #QueenMary #KrisHoughton flagging #German roots

#MaryOfTeck's father was a #Hohenstein anglicized to #Houghton; #stein meaning ""rock"" replaced with ""ton"" for sound/weight #Controversy

She incarnated into related family http http",0.098170765,0.8300431,0.07178632
11,"#carlovers #MercedesBenz
#ElectricBlue #ElectricDrive

My Dream Car😊 http",0.0042167855,0.123214886,0.87256825
12,"* Mercedes Benz E Class E250
* Registration - 2013
* Fuel – Diesel
* Driven – 10000
* Owner – 1st
* Tax – Lifetime 

 #mercedesbenz #suv  #sedancar #finance #lxi #discount #firstowner #preowner #usedcar #kolkatacars #kolkata #carsdealer #dealercar #usedpetrolcar #kolkata http",0.040908784,0.75604045,0.20305079
13,2006: Line-up for the Unimog parade at the annual meeting of the Unimog Club Gaggenau in Aufenau. #mercedesbenz #cars #carsofinstagram #gaggenau #unimog #daimler #ucg #unimogfan #unimogclubgaggenau  #unimogmuseum #75jahreunimog #unimogcommunity #gelaendfahren #aufenau http,0.069212206,0.76703,0.16375771
14,"2012 Mercedes Benz S400 Hybrid

Test drive this hybrid today. Message me!

Enrique Prado
+63 918 942 5322
+63 917 716 7881

#emcpradoautoinc #changingthegame #mercedesbenz #s400 #hybird #hybridcars #s400hybrid #usedcars #usedcarforsale #secondhandcars #secondhandcardealer http",0.012511258,0.604792,0.38269672
15,"@user @user #mercedesbenz
I was missold a smart car by lshauto stockport. I wrote to the manager and customer service but neither would reply. Could someone help or do I need to go to court? I expected more from Mercedes. It is a shame some agents are disrespectful",0.91203904,0.07877223,0.009188661
16,"@user is recalling nearly 10,00,000 affected cars of the #SUVseries ML and GL and #RClassluxuryminivan manufactured between 2004-2015 time frame. 
#cars #luxury #mercedesbenz 
https://t.co/gCIt8sc2qH",0.43503964,0.51611775,0.048842493
17,@user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.01679913,0.68076366,0.30243725
18,@user @user http new to the NFT world check out the NFT CarClub on opensea #NFT #nftcollector #NFTartist #NFTProject #nftphotography #OpenSea #OpenSeaNFT #NFTMint #NFTCommunity #BMW #MercedesBenz #Ferrari #mazda #AstonMartin #Honda #nftcollectors http,0.015466207,0.6909769,0.29355675
19,@user When will #MercedesBenz pay out the BluTec lawsuit payments?!!,0.32446954,0.63064104,0.044889327
20,A German Beast 🇩🇪 C63 #Germany #MercedesBenz #MercedesAMG #Mercedes #c63 #germancar http,0.009154288,0.21798702,0.7728586
